name of media group,description of media group,headquarters of the media group,name of the radio station,description of the radio station,frequency of the radio station,programme,description,programme_lssl,schedule,podcast,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midnight Mood,Get lost in the music during the late-night hours.,navarrawaves-midnightmood,22-23,1,Peter,Johnson,2001-05-07,Female,Producer,Football Reporter,patrick84
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midnight Mood,Get lost in the music during the late-night hours.,navarrawaves-midnightmood,22-23,1,Jessica,Lewis,1999-11-21,Female,Reporter,Extreme Sports Correspondent,robertscott
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midnight Mood,Get lost in the music during the late-night hours.,navarrawaves-midnightmood,22-23,1,Alyssa,White,1994-05-15,Female,Producer,Motorsports Journalist,kenneth05
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midnight Mood,Get lost in the music during the late-night hours.,navarrawaves-midnightmood,22-23,1,Monica,Ball,2002-05-04,Female,Journalist,Wrestling Commentator,edwardsbenjamin
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midnight Mood,Get lost in the music during the late-night hours.,navarrawaves-midnightmood,22-23,1,Brenda,Medina,1954-03-17,Male,Host,Baseball Analyst,qgoodman
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Latin Lounge,Transport yourself to Latin cultures with this lively show.,navarrawaves-latinlounge,14-20,0,Carl,Huynh,1936-09-21,Male,Journalist,High School Sports Reporter,slynch
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Latin Lounge,Transport yourself to Latin cultures with this lively show.,navarrawaves-latinlounge,14-20,0,Bonnie,Tran,1976-08-30,Male,Producer,Extreme Sports Correspondent,tylerlivingston
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Country Crossroads,Explore the country music landscape with this program.,navarrawaves-countrycrossroads,13-16,0,Eric,Osborne,2003-11-14,Male,Host,Sports Business Journalist,richard26
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Country Crossroads,Explore the country music landscape with this program.,navarrawaves-countrycrossroads,13-16,0,Charles,Oneill,1934-12-09,Male,Journalist,Soccer Journalist,michael20
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Country Crossroads,Explore the country music landscape with this program.,navarrawaves-countrycrossroads,13-16,0,Daniel,Hendricks,1999-05-25,Female,Journalist,Basketball Correspondent,margaretjensen
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Country Crossroads,Explore the country music landscape with this program.,navarrawaves-countrycrossroads,13-16,0,Nicole,Juarez,1938-05-16,Female,Analyst,Cricket Analyst,madeline56
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Country Crossroads,Explore the country music landscape with this program.,navarrawaves-countrycrossroads,13-16,0,Emily,Cooley,1938-02-21,Male,Commentator,Olympics Correspondent,nklein
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Country Crossroads,Explore the country music landscape with this program.,navarrawaves-countrycrossroads,13-16,0,David,Foster,1944-11-09,Female,Journalist,Baseball Analyst,gibsoncheryl
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Michael,Harris,1947-11-14,Male,Host,Boxing Reporter,hartruth
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Pamela,Simpson,1975-11-26,Female,Reporter,Motorsports Journalist,william85
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Stephanie,Charles,1940-05-19,Male,Producer,Olympics Correspondent,charles05
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Jennifer,Rivera,1987-05-10,Female,Reporter,Water Sports Reporter,allensavage
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Robert,James,1960-05-20,Female,Commentator,Motorsports Journalist,kentrichardson
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Bonnie,Myers,1998-06-01,Male,Commentator,Mixed Martial Arts (MMA) Reporter,arellanochristopher
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Kevin,Wong,1997-06-16,Male,Producer,Golf Writer,briana17
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Dennis,Fisher,1942-01-21,Male,Host,Tennis Commentator,jesus04
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Brandy,Burke,1975-11-22,Male,Analyst,Cycling Journalist,michael34
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Mary,Santiago,1988-12-19,Female,Producer,Mixed Martial Arts (MMA) Reporter,lori82
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,navarrawaves-twilighttunes,14-20,0,Destiny,Marsh,1988-10-01,Female,Journalist,Extreme Sports Correspondent,brandon70
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,navarrawaves-morningmelodies,08-11,0,Jacqueline,Anderson,2002-07-09,Male,Producer,Boxing Reporter,erika28
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,navarrawaves-morningmelodies,08-11,0,Carlos,Brooks,1943-03-17,Female,Analyst,Tennis Commentator,mhammond
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,David,Drake,2003-05-31,Male,Analyst,Basketball Correspondent,grayteresa
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,James,Meyers,1981-02-26,Female,Commentator,Boxing Reporter,jonathan83
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Kim,Miller,1949-10-19,Male,Producer,Soccer Journalist,skelly
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Jacob,Sanchez,1981-05-04,Male,Commentator,Esports Commentator,ambertran
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Cathy,Campbell,1989-03-08,Female,Journalist,Paralympics Reporter,seanjohnson
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Thomas,Stewart,1940-10-14,Female,Analyst,Mixed Martial Arts (MMA) Reporter,derek11
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Rachel,Butler,1996-02-20,Female,Journalist,Equestrian Journalist,yjames
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Abigail,Faulkner,1946-09-25,Female,Reporter,Football Reporter,yduarte
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Michelle,Sullivan,1973-12-05,Male,Host,Soccer Journalist,stephanie18
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Kelly,Reed,1941-10-11,Male,Analyst,Boxing Reporter,hendricksjacob
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Holly,Beltran,1942-08-10,Male,Producer,Soccer Journalist,maria77
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Michael,Oconnor,1963-11-12,Male,Host,Paralympics Reporter,whitemegan
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,navarrawaves-afternoonharmony,17-20,1,Joy,Jackson,1959-08-01,Male,Analyst,Tennis Commentator,lindseydennis
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,navarrawaves-middaymix,07-11,0,Robert,Schneider,1948-12-15,Female,Analyst,Winter Sports Analyst,gloriawallace
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,navarrawaves-middaymix,07-11,0,Jack,Juarez,1995-09-21,Female,Commentator,Rugby Correspondent,jamie98
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,navarrawaves-middaymix,07-11,0,Jason,Smith,1992-03-26,Female,Analyst,Esports Commentator,tranerik
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,navarrawaves-middaymix,07-11,0,Erin,Chan,1964-08-19,Female,Reporter,Water Sports Reporter,herringchristopher
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Midday Mix,A midday mix of your favorite tunes to keep you energized.,navarrawaves-middaymix,07-11,0,Brittany,Johnston,1999-07-17,Female,Commentator,Basketball Correspondent,penarobert
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Daniel,Burke,1999-07-24,Male,Journalist,Equestrian Journalist,nsmith
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Alicia,Griffith,1989-01-22,Male,Producer,Athletics Commentator,tsmith
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Morgan,Martinez,1947-03-14,Male,Commentator,College Sports Analyst,ramospaul
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Rachel,Hudson,1982-12-18,Male,Reporter,Esports Commentator,frostnathan
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Joshua,Mason,1954-03-10,Male,Reporter,Soccer Journalist,allendestiny
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Selena,Gonzales,1934-06-17,Female,Reporter,Extreme Sports Correspondent,ewatson
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Tonya,Mclean,1936-06-09,Female,Commentator,High School Sports Reporter,sleon
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,Ray,Steele,1940-08-26,Female,Reporter,Esports Commentator,vmccormick
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,navarrawaves-funkyfusion,20-23,0,John,Lewis,2000-11-01,Female,Journalist,Equestrian Journalist,tinajackson
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,James,Gonzalez,1992-04-10,Female,Reporter,Soccer Journalist,luis04
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Derek,Sims,1982-04-15,Female,Commentator,Cricket Analyst,jdeleon
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Christopher,Mcguire,1934-08-02,Male,Journalist,Mixed Martial Arts (MMA) Reporter,janicewhite
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Benjamin,Ware,1951-12-16,Male,Producer,Water Sports Reporter,smiththomas
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Matthew,Gutierrez,1981-09-15,Male,Analyst,Boxing Reporter,kyleball
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Michael,Monroe,1951-07-03,Male,Journalist,Cycling Journalist,fcox
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Heather,Whitehead,1951-07-27,Male,Analyst,Paralympics Reporter,bmcbride
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Joshua,Johnson,1966-06-30,Male,Host,Outdoor Adventure Journalist,browncarl
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Daniel,Sanchez,1980-09-13,Male,Commentator,Equestrian Journalist,sara09
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Sara,Powell,1939-03-29,Male,Analyst,Boxing Reporter,qdeleon
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Linda,Adams,1986-04-27,Male,Reporter,Outdoor Adventure Journalist,kcollins
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Kimberly,Davis,1950-10-15,Male,Host,Sports Business Journalist,kathrynwilliams
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Norma,Wright,1951-12-30,Female,Analyst,Sports Science Writer,dcarroll
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,Joseph,Flores,1978-04-09,Female,Commentator,Basketball Correspondent,robert53
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Weekend Vibes,Kick off the weekend with a diverse mix of musical genres.,navarrawaves-weekendvibes,09-14,1,James,Hardy,1968-08-01,Female,Analyst,Boxing Reporter,brownheidi
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,navarrawaves-rockinrhythms,13-16,1,James,Chavez,1987-11-03,Female,Journalist,Soccer Journalist,collinsbrenda
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,navarrawaves-rockinrhythms,13-16,1,Sarah,Shea,1979-08-17,Male,Host,Cycling Journalist,vincentle
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,navarrawaves-rockinrhythms,13-16,1,Jesse,Foster,1952-12-27,Female,Commentator,Cricket Analyst,brandon85
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,navarrawaves-rockinrhythms,13-16,1,John,Carter,1975-12-13,Male,Analyst,Tennis Commentator,howelljacob
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,navarrawaves-rockinrhythms,13-16,1,David,Jackson,1989-07-16,Female,Journalist,Mixed Martial Arts (MMA) Reporter,cynthiaalvarado
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,navarrawaves-rockinrhythms,13-16,1,Carlos,Estrada,1984-09-09,Male,Host,Olympics Correspondent,sellerssamantha
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Gregory,Williams,2000-11-04,Male,Reporter,Sports Science Writer,christopherreed
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Justin,Chan,1975-06-06,Male,Host,Extreme Sports Correspondent,jessica73
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Daniel,Hendricks,1999-05-25,Female,Analyst,Basketball Correspondent,margaretjensen
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Jose,Smith,1966-03-05,Male,Producer,Football Reporter,kevin56
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Tamara,Garcia,1962-07-29,Female,Reporter,Paralympics Reporter,chasegutierrez
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Jon,Patel,1990-11-05,Female,Producer,Youth Sports Correspondent,okelley
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Lauren,Mcgee,1981-05-02,Male,Host,Youth Sports Correspondent,ashleygordon
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Debra,Hansen,1998-10-17,Female,Host,Cycling Journalist,gnewman
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Retro Rewind,Take a trip down memory lane with the best of retro hits.,navarrawaves-retrorewind,11-16,0,Leslie,Russell,1936-01-25,Female,Analyst,Football Reporter,caseydaniel
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Sunday Soothing,Sundays are for relaxation with this soothing program.,navarrawaves-sundaysoothing,22-23,1,Jennifer,Collier,1984-08-23,Male,Commentator,Extreme Sports Correspondent,jenniferpierce
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Sunday Soothing,Sundays are for relaxation with this soothing program.,navarrawaves-sundaysoothing,22-23,1,Curtis,Leonard,1966-06-12,Female,Reporter,Equestrian Journalist,renee26
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Sunday Soothing,Sundays are for relaxation with this soothing program.,navarrawaves-sundaysoothing,22-23,1,Alyssa,Williams,1978-02-16,Female,Analyst,Outdoor Adventure Journalist,marybaker
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Sunday Soothing,Sundays are for relaxation with this soothing program.,navarrawaves-sundaysoothing,22-23,1,Amy,Marsh,1988-02-15,Male,Producer,Olympics Correspondent,gaillee
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Sunday Soothing,Sundays are for relaxation with this soothing program.,navarrawaves-sundaysoothing,22-23,1,Craig,Murphy,1989-05-10,Male,Commentator,Sports Medicine Correspondent,stephen03
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Sunday Soothing,Sundays are for relaxation with this soothing program.,navarrawaves-sundaysoothing,22-23,1,Calvin,Gross,1976-02-27,Male,Analyst,College Sports Analyst,umcfarland
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,navarrawaves-soulfulsessions,20-23,0,Stacey,Doyle,1961-07-19,Male,Analyst,Winter Sports Analyst,donna78
NavarraMedia,Navarran Narratives Broadcasting,Pamplona,Navarra Waves,Navarran music and local tales,96.5 FM,Navarra Waves - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,navarrawaves-soulfulsessions,20-23,0,Michael,Grimes,1940-11-10,Male,Reporter,Extreme Sports Correspondent,haustin
