name of media group,description of media group,headquarters of the media group,title of the tv channel,video quality of the tv channel,programme,description,programme_lssl,schedule,production_company,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Late Night Sports,Late-night sports talk and analysis.,culturalchronicletv-latenightsports,14-20,Rivera-Sanchez,Brian,Gutierrez,1942-05-10,Male,Host,Soccer Journalist,ronalddaniels
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Late Night Sports,Late-night sports talk and analysis.,culturalchronicletv-latenightsports,14-20,Rivera-Sanchez,Danielle,Castro,1948-03-15,Female,Reporter,Sports Science Writer,kristen33
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Late Night Sports,Late-night sports talk and analysis.,culturalchronicletv-latenightsports,14-20,Rivera-Sanchez,Kimberly,Velez,1972-01-14,Female,Analyst,Water Sports Reporter,alexandermarsh
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Late Night Sports,Late-night sports talk and analysis.,culturalchronicletv-latenightsports,14-20,Rivera-Sanchez,Michael,Martin,1957-07-15,Male,Reporter,Water Sports Reporter,marshallrachel
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Late Night Sports,Late-night sports talk and analysis.,culturalchronicletv-latenightsports,14-20,Rivera-Sanchez,Brittany,Cooper,1968-02-02,Male,Host,Cycling Journalist,suzannejohnson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Late Night Sports,Late-night sports talk and analysis.,culturalchronicletv-latenightsports,14-20,Rivera-Sanchez,Stephen,Martinez,1980-11-28,Female,Commentator,Golf Writer,christopher17
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",James,Meyers,1981-02-26,Female,Producer,Boxing Reporter,jonathan83
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Amy,Lewis,2005-09-14,Female,Reporter,College Sports Analyst,tmartin
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Crystal,Reeves,1977-10-22,Male,Host,High School Sports Reporter,banderson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Maria,Ortega,1995-09-06,Female,Reporter,Cycling Journalist,jenniferwells
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Sandra,Little,1967-10-01,Female,Commentator,Hockey Reporter,trantina
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Michael,Carter,1982-05-02,Female,Reporter,Motorsports Journalist,melinda07
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Kristina,Taylor,1966-12-25,Male,Analyst,Athletics Commentator,dmorris
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - News Today,Stay informed with the latest news updates and headlines.,culturalchronicletv-newstoday,08-11,"Romero, Barton and Chase",Selena,Gonzales,1934-06-17,Female,Journalist,Extreme Sports Correspondent,ewatson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Jason,Miller,1956-07-22,Male,Analyst,Sports Science Writer,wolfjackson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Joseph,Flores,1978-04-09,Female,Reporter,Basketball Correspondent,robert53
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Sean,Garcia,1966-11-01,Male,Commentator,Athletics Commentator,jason38
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Anthony,Friedman,1999-03-28,Male,Commentator,Rugby Correspondent,emoore
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Karen,Leblanc,1998-08-17,Male,Analyst,Equestrian Journalist,tglenn
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Richard,Bennett,1966-05-28,Female,Commentator,Paralympics Reporter,reneemedina
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Daily News Recap,Recap of the day's news with in-depth analysis.,culturalchronicletv-dailynewsrecap,11-16,Moyer-Hall,Paul,Harris,1942-03-22,Male,Reporter,Sports Medicine Correspondent,derrick28
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Michelle,Holland,1949-10-29,Male,Host,Olympics Correspondent,albert21
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Erica,Andersen,1950-12-27,Male,Host,College Sports Analyst,xgill
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Marcus,Richards,1962-08-10,Male,Host,Cycling Journalist,travisgentry
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Alicia,Henry,1965-11-02,Female,Reporter,Boxing Reporter,markaguilar
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Lynn,Griffin,1988-11-19,Male,Commentator,Rugby Correspondent,cheryldavenport
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Lynn,Henderson,1948-07-03,Female,Host,Esports Commentator,yrussell
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",James,Gonzalez,1992-04-10,Female,Reporter,Soccer Journalist,luis04
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Shelby,Robinson,1963-12-25,Male,Producer,Tennis Commentator,wrightashley
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Terri,Yates,1985-05-02,Male,Producer,Soccer Journalist,munozjessica
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Anne,Thompson,2002-09-15,Male,Commentator,Soccer Journalist,ann60
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Highlights,Recap of the day's sports highlights.,culturalchronicletv-sportshighlights,14-20,"Moore, Harris and Robertson",Deborah,Robinson,1937-07-21,Male,Journalist,Paralympics Reporter,phelpsrachel
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",culturalchronicletv-sportsinsight,22-23,Wood Group,Ryan,Hodge,1982-05-26,Male,Host,Tennis Commentator,banderson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",culturalchronicletv-sportsinsight,22-23,Wood Group,Ashley,Perkins,1946-06-16,Male,Producer,Cycling Journalist,rrichardson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",culturalchronicletv-sportsinsight,22-23,Wood Group,Jason,Foster,1959-04-25,Male,Commentator,Athletics Commentator,osteele
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",culturalchronicletv-sportsinsight,22-23,Wood Group,Katherine,Martin,1995-03-22,Male,Analyst,Youth Sports Correspondent,doris11
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",culturalchronicletv-sportsinsight,22-23,Wood Group,Logan,Lawrence,1969-03-02,Male,Host,High School Sports Reporter,matthew75
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Insight,"Insights, highlights, and interviews from the world of sports.",culturalchronicletv-sportsinsight,22-23,Wood Group,Aaron,Schaefer,1958-07-23,Male,Reporter,Olympics Correspondent,creeves
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Trevor,Allen,1973-08-12,Male,Producer,Paralympics Reporter,dhouse
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Michael,Turner,1971-03-31,Male,Reporter,Olympics Correspondent,tamararodgers
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Wesley,Miller,1965-12-25,Male,Journalist,Athletics Commentator,traviswilliams
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Stephen,Martinez,1980-11-28,Female,Analyst,Golf Writer,christopher17
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Megan,Miller,1974-10-11,Female,Journalist,Paralympics Reporter,sarah83
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Valerie,Martin,1972-08-17,Female,Analyst,Rugby Correspondent,christian00
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,David,Rosario,1951-06-23,Male,Commentator,Cycling Journalist,victoriaryan
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Angela,Hickman,1937-08-31,Male,Journalist,Equestrian Journalist,brittney31
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Michael,Harris,1947-11-14,Male,Host,Boxing Reporter,hartruth
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Belinda,Hanson,1963-06-22,Male,Reporter,Rugby Correspondent,christopher17
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Behind the Headlines,In-depth analysis and behind-the-scenes of top stories.,culturalchronicletv-behindtheheadlines,08-11,Gallagher-Walker,Eric,Anderson,1968-04-08,Male,Reporter,Boxing Reporter,andrew41
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Jennifer,Collier,1984-08-23,Male,Reporter,Extreme Sports Correspondent,jenniferpierce
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Theresa,Steele,1978-02-01,Female,Producer,Rugby Correspondent,alexander27
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Regina,Jones,1934-01-26,Male,Analyst,Outdoor Adventure Journalist,ugreen
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Debra,Murphy,2000-01-25,Male,Analyst,Cycling Journalist,travisaustin
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Ashley,Bauer,1965-11-06,Female,Commentator,Hockey Reporter,samuelhenderson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Katherine,Harris,1967-12-05,Male,Reporter,Soccer Journalist,amandayoung
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Joyce,Mcintyre,1941-05-12,Male,Journalist,Youth Sports Correspondent,hulldawn
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Emily,Smith,1941-10-14,Male,Host,Boxing Reporter,nicholasjackson
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Dennis,Fisher,1942-01-21,Male,Analyst,Tennis Commentator,jesus04
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Katherine,Martin,1995-03-22,Male,Producer,Youth Sports Correspondent,doris11
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Julie,Maxwell,1934-06-08,Male,Journalist,Paralympics Reporter,gbean
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Kevin,Thomas,1937-01-02,Female,Analyst,Cricket Analyst,christine55
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Global News Roundup,World news coverage from around the globe.,culturalchronicletv-globalnewsroundup,20-23,"Navarro, Lopez and Bailey",Anne,Everett,1934-01-24,Female,Analyst,Hockey Reporter,jason21
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Susan,Rice,1965-09-01,Female,Producer,Basketball Correspondent,eriningram
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Amy,Marsh,1988-02-15,Male,Journalist,Olympics Correspondent,gaillee
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Melanie,Jones,1985-04-06,Male,Commentator,Golf Writer,karen76
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Deborah,Green,1939-09-12,Male,Reporter,Cricket Analyst,ashlee45
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Jesse,Foster,1952-12-27,Female,Producer,Cricket Analyst,brandon85
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Michael,Park,1993-07-01,Male,Host,Outdoor Adventure Journalist,victor30
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Philip,Carroll,1946-06-26,Male,Journalist,Winter Sports Analyst,sgarcia
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Anthony,Lewis,1969-01-23,Female,Producer,Cricket Analyst,kayla34
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Timothy,Moore,1996-09-26,Male,Commentator,Equestrian Journalist,vanessa91
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,Eric,Banks,1973-04-19,Male,Journalist,Winter Sports Analyst,rebeccalara
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Sports Talk,Engaging discussions and analysis of sports events.,culturalchronicletv-sportstalk,14-20,Lutz Ltd,William,Coleman,1969-12-09,Male,Commentator,Sports Business Journalist,gmartinez
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Kenneth,Hamilton,1960-07-20,Male,Analyst,Sports Business Journalist,samantha56
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Maria,Kane,1996-02-02,Female,Analyst,Hockey Reporter,jaclyn12
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Tamara,Garcia,1962-07-29,Female,Commentator,Paralympics Reporter,chasegutierrez
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Lisa,Ramirez,1953-03-31,Female,Analyst,High School Sports Reporter,rlee
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Belinda,Hanson,1963-06-22,Male,Host,Rugby Correspondent,christopher17
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Andrew,Stewart,1951-10-27,Male,Host,Sports Business Journalist,iallen
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Matthew,Cole,1938-02-15,Female,Host,Sports Science Writer,mark27
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Austin,Moore,1988-12-26,Female,Analyst,Outdoor Adventure Journalist,mburgess
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Brian,Jackson,1937-07-04,Male,Journalist,Equestrian Journalist,gmartinez
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Melanie,Rogers,1956-05-31,Female,Host,Athletics Commentator,igallagher
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Katie,Chan,1997-08-25,Female,Reporter,Sports Science Writer,susan45
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Current Affairs,Current affairs discussions and debates.,culturalchronicletv-currentaffairs,13-16,"Gonzales, King and Wilson",Lisa,Schmidt,1989-09-25,Female,Reporter,Athletics Commentator,albertlyons
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Jessica,Gonzalez,1959-10-16,Female,Producer,Water Sports Reporter,james23
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Richard,Warren,1950-07-30,Male,Host,Rugby Correspondent,johnmurphy
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Kevin,Trevino,1948-12-30,Male,Analyst,Soccer Journalist,williamslisa
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Carl,Moore,1986-06-06,Male,Producer,Tennis Commentator,joshua35
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Susan,Hernandez,1984-01-02,Female,Reporter,College Sports Analyst,rogerswilliam
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Dwayne,Taylor,1950-06-14,Female,Commentator,Sports Science Writer,tdurham
TechSpain Media,Tech and innovation focus in Spain,Valencia,CulturalChronicle TV,4K UHD,CulturalChronicle TV - Live Sports Update,Live updates and commentary on sports events.,culturalchronicletv-livesportsupdate,14-20,"Evans, Smith and Harrison",Tammy,Romero,1965-03-18,Male,Commentator,Basketball Correspondent,curtisrhodes
