Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Villarreal Shorts L Official 51.98  Winter Cotton,Villarreal,Shorts,"Brief-length trousers, worn in warm weather or for sports.",51.98,Spring Activities,Great for staying cool during summer sports.,L,Official,12,,,,Winter,,Cotton,,Villarreal - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",,,,,,,,
Villarreal Long Pants M 103.98  Summer Blend,Villarreal,Long Pants,Full-length trousers or pants.,103.98,Sports and Activities,Designed for sports and exercise activities.,M,,92,,,,Summer,,Blend,,Villarreal - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"La Coruña, Spain",5,4789775664225865286,01/27,519.9,2020-03-16 07:08:11
Villarreal Backpack  121.32 Multi-Compartment,Villarreal,Backpack,"Bag worn on the back, designed to carry belongings.",121.32,Travel and Everyday Use,Ideal for travel and everyday use.,,,58,Laptop Compartment,,Multi-Compartment,,,,,Villarreal - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",American Express,0%,"Alicante, Spain",11,3504467587941499,07/28,1334.52,2021-08-15 18:25:46
Villarreal Goalkeeper Gloves L 155.98,Villarreal,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,155.98,Soccer,Specifically designed for football goalkeepers.,L,,92,,,,,,,,Villarreal - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 19 digit,50%,"Cuenca, Spain",6,4846399416409734,03/34,935.8799999999999,2019-10-14 07:10:07
Villarreal Cap S 34.65 UV Protection,Villarreal,Cap,"Headwear with a brim, often used for sports or casual wear.",34.65,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,S,,122,,,UV Protection,,,,,Villarreal - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Maestro,5%,"Granada, Spain",9,4340013963356001776,10/32,311.84999999999997,2024-01-02 04:18:08
Villarreal Goalkeeper Gloves L 155.98,Villarreal,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,155.98,Soccer,Specifically designed for football goalkeepers.,L,,29,,,,,,,,Villarreal - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,10%,"Huelva, Spain",12,4040748198159,03/27,1871.7599999999998,2022-10-12 05:48:50
Villarreal Socks 2XL 17.32 All sports  Sweet fit,Villarreal,Socks,Garments worn on the feet for comfort and warmth.,17.32,Sports and Exercise,Designed for sports and exercise routines.,2XL,,119,,All sports,,,Sweet,,fit,Villarreal - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 13 digit,25%,"Cáceres, Spain",9,4036240086045616,03/32,155.88,2019-09-24 16:59:13
Villarreal Polo Shirt XS Official 60.65  All Seasons Polyester,Villarreal,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",60.65,Fashion Wear,Casual yet sporty attire for various occasions.,XS,Official,96,,,,All Seasons,,Polyester,,Villarreal - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,10%,"Baleares, Spain",9,6011733011779162,08/33,545.85,2022-06-28 23:38:54
Villarreal Long Pants XS 103.98  Summer Blend,Villarreal,Long Pants,Full-length trousers or pants.,103.98,Sports and Activities,Designed for sports and exercise activities.,XS,,55,,,,Summer,,Blend,,Villarreal - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,0%,"Málaga, Spain",9,4596534414892562,01/28,935.82,2020-03-12 21:41:56
Villarreal Goalkeeper Gloves XS Official 155.98,Villarreal,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,155.98,Soccer,Specifically designed for football goalkeepers.,XS,Official,87,,,,,,,,Villarreal - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",,,,,,,,
Villarreal Ball Official 43.32,Villarreal,Ball,Spherical object used in various sports and games.,43.32,Few Sports,Versatile ball for various sports and games.,,Official,26,,,,,,,,Villarreal - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,15%,"Las Palmas, Spain",7,4421101694415559774,05/25,303.24,2020-05-08 07:17:01
Villarreal Bermuda Shorts L Official 77.98  All Seasons Polyester,Villarreal,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",77.98,Summer Activities,Perfect for staying cool during summer activities.,L,Official,78,UV Protection,,,All Seasons,,Polyester,,Villarreal - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,15%,"La Rioja, Spain",7,4242527119245395245,01/33,545.86,2019-12-25 23:51:31
Villarreal Bermuda Shorts XS Official 77.98  All Seasons Polyester,Villarreal,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",77.98,Summer Activities,Perfect for staying cool during summer activities.,XS,Official,12,UV Protection,,,All Seasons,,Polyester,,Villarreal - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 19 digit,0%,"Burgos, Spain",10,6011078064467962,11/27,779.8000000000001,2020-11-10 22:53:54
Villarreal Cup  34.65 Microwave and Dishwasher Safe,Villarreal,Cup,"Drinking vessel, often awarded as a trophy in competitions.",34.65,Sports and Achievements,A trophy cup suitable for sports achievements.,,,45,,,Microwave and Dishwasher Safe,,,,,Villarreal - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Guadalajara, Spain",5,6011733011779162,08/33,173.25,2024-01-27 06:32:24
Villarreal Bermuda Shorts 3XL 77.98  All Seasons Polyester,Villarreal,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",77.98,Summer Activities,Perfect for staying cool during summer activities.,3XL,,50,UV Protection,,,All Seasons,,Polyester,,Villarreal - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,0%,"Castellón, Spain",11,3552790454496854,09/32,857.7800000000001,2019-05-04 14:26:32
Villarreal Coat L Official 225.32  Winter Cotton,Villarreal,Coat,Outerwear garment for protection against cold weather.,225.32,Winter Activities,Designed to keep you warm during winter activities.,L,Official,110,Wind-resistant,,,Winter,,Cotton,,Villarreal - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Diners Club / Carte Blanche,0%,"Girona, Spain",4,349159380981971,12/25,901.28,2022-08-06 10:37:45
Villarreal Backpack  121.32 Multi-Compartment,Villarreal,Backpack,"Bag worn on the back, designed to carry belongings.",121.32,Travel and Everyday Use,Ideal for travel and everyday use.,,,93,Laptop Compartment,,Multi-Compartment,,,,,Villarreal - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 13 digit,5%,"Pontevedra, Spain",1,4283388145524,01/32,121.32,2022-03-21 02:20:03
Villarreal Cup  34.65 Microwave and Dishwasher Safe,Villarreal,Cup,"Drinking vessel, often awarded as a trophy in competitions.",34.65,Sports and Achievements,A trophy cup suitable for sports achievements.,,,47,,,Microwave and Dishwasher Safe,,,,,Villarreal - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,25%,"Baleares, Spain",4,3571153920303484,08/28,138.6,2023-12-28 16:51:35
Villarreal Shorts XL Official 51.98  Winter Cotton,Villarreal,Shorts,"Brief-length trousers, worn in warm weather or for sports.",51.98,Spring Activities,Great for staying cool during summer sports.,XL,Official,37,,,,Winter,,Cotton,,Villarreal - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 19 digit,0%,"Albacete, Spain",1,3565713724061410,01/26,51.98,2023-12-28 22:43:35
Villarreal Cup Official 34.65 Microwave and Dishwasher Safe,Villarreal,Cup,"Drinking vessel, often awarded as a trophy in competitions.",34.65,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,5,,,Microwave and Dishwasher Safe,,,,,Villarreal - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,5%,"Valladolid, Spain",6,4702085785490990,02/28,207.89999999999998,2023-11-14 02:02:49
Villarreal Jersey S Official 86.65  All Seasons Polyester,Villarreal,Jersey,"Athletic shirt, often associated with sports teams.",86.65,Any Sport,Suitable for any sports activity.,S,Official,67,Breathable,,,All Seasons,,Polyester,,Villarreal - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,25%,"Zamora, Spain",8,4374274652960569,01/32,693.2,2023-07-22 10:22:34
Villarreal Shorts M 51.98  Winter Cotton,Villarreal,Shorts,"Brief-length trousers, worn in warm weather or for sports.",51.98,Spring Activities,Great for staying cool during summer sports.,M,,67,,,,Winter,,Cotton,,Villarreal - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,0%,"Cuenca, Spain",6,4031547060876955,11/25,311.88,2021-03-08 00:02:22
Villarreal Cup  34.65 Microwave and Dishwasher Safe,Villarreal,Cup,"Drinking vessel, often awarded as a trophy in competitions.",34.65,Sports and Achievements,A trophy cup suitable for sports achievements.,,,100,,,Microwave and Dishwasher Safe,,,,,Villarreal - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 13 digit,0%,"Burgos, Spain",11,4710859365538,06/30,381.15,2021-05-06 16:20:03
Villarreal Bermuda Shorts M Official 77.98  All Seasons Polyester,Villarreal,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",77.98,Summer Activities,Perfect for staying cool during summer activities.,M,Official,76,UV Protection,,,All Seasons,,Polyester,,Villarreal - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,0%,"Teruel, Spain",8,6011657116357436,05/27,623.84,2019-08-25 07:23:38
Villarreal Cap XS Official 34.65 UV Protection,Villarreal,Cap,"Headwear with a brim, often used for sports or casual wear.",34.65,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XS,Official,75,,,UV Protection,,,,,Villarreal - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 15 digit,50%,"Granada, Spain",1,4088945980993540,03/34,34.65,2022-11-15 03:57:41
Villarreal Jersey XL Official 86.65  Summer Blend,Villarreal,Jersey,"Athletic shirt, often associated with sports teams.",86.65,Everyday Sport,Versatile athletic shirt for any sport.,XL,Official,58,,,,Summer,,Blend,,Villarreal - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",,,,,,,,
Villarreal Pencil Case  22.52 Ink Compartment,Villarreal,Pencil Case,"Container for storing pens, pencils, and other stationery.",22.52,School and Office,Useful for school and office organization.,,,90,Multi-Compartment,,Ink Compartment,,,,,Villarreal - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,0%,"Zamora, Spain",7,375998037594670,12/27,157.64,2019-12-08 19:08:55
Villarreal Coat 3XL 225.32  Winter Cotton,Villarreal,Coat,Outerwear garment for protection against cold weather.,225.32,Winter Activities,Designed to keep you warm during winter activities.,3XL,,89,Wind-resistant,,,Winter,,Cotton,,Villarreal - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Maestro,0%,"Ourense, Spain",6,30382533109266,06/26,1351.92,2019-06-10 17:48:19
Villarreal Goalkeeper Gloves XS 155.98,Villarreal,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,155.98,Soccer,Specifically designed for football goalkeepers.,XS,,99,,,,,,,,Villarreal - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,0%,"Huelva, Spain",7,4200168925520285,06/32,1091.86,2021-10-08 09:46:34
Villarreal Cup Official 34.65 Microwave and Dishwasher Safe,Villarreal,Cup,"Drinking vessel, often awarded as a trophy in competitions.",34.65,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,38,,,Microwave and Dishwasher Safe,,,,,Villarreal - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 15 digit,25%,"Segovia, Spain",6,676208586146,10/33,207.89999999999998,2019-11-13 04:03:29
Villarreal Bermuda Shorts L 77.98  All Seasons Polyester,Villarreal,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",77.98,Summer Activities,Perfect for staying cool during summer activities.,L,,97,UV Protection,,,All Seasons,,Polyester,,Villarreal - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Discover,15%,"Segovia, Spain",8,4064623310762,10/33,623.84,2023-08-29 20:48:09
Villarreal B Backpack  95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,53,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,0%,"Tarragona, Spain",10,6011065003229496,03/32,956.5,2022-01-25 23:12:02
Villarreal B Polo Shirt 2XL Official 47.82  All Seasons Polyester,Villarreal B,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",47.82,Fashion Wear,Casual yet sporty attire for various occasions.,2XL,Official,20,,,,All Seasons,,Polyester,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,American Express,5%,"Zaragoza, Spain",5,3512009296263110,07/24,239.1,2019-11-29 12:39:41
Villarreal B Long Pants M Official 81.99  Summer Blend,Villarreal B,Long Pants,Full-length trousers or pants.,81.99,Sports and Activities,Designed for sports and exercise activities.,M,Official,11,,,,Summer,,Blend,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 16 digit,0%,"Pontevedra, Spain",6,3571153920303484,08/28,491.93999999999994,2019-11-23 14:47:14
Villarreal B Shorts XS Official 40.99  Winter Cotton,Villarreal B,Shorts,"Brief-length trousers, worn in warm weather or for sports.",40.99,Spring Activities,Great for staying cool during summer sports.,XS,Official,53,,,,Winter,,Cotton,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Mastercard,10%,"Melilla, Spain",8,4333158208042,11/24,327.92,2023-05-18 08:09:39
Villarreal B Backpack Official 95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,21,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,5%,"Burgos, Spain",8,4134189142194036,09/27,765.2,2019-12-31 19:20:19
Villarreal B Backpack  95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,57,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,0%,"Vizcaya, Spain",9,4309221565895267,10/27,860.85,2019-07-04 14:21:36
Villarreal B Long Pants S Official 81.99  Summer Blend,Villarreal B,Long Pants,Full-length trousers or pants.,81.99,Sports and Activities,Designed for sports and exercise activities.,S,Official,57,,,,Summer,,Blend,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,5%,"Burgos, Spain",7,4186210971493259221,12/33,573.93,2020-02-16 15:04:58
Villarreal B Shorts XS Official 40.99  Winter Cotton,Villarreal B,Shorts,"Brief-length trousers, worn in warm weather or for sports.",40.99,Spring Activities,Great for staying cool during summer sports.,XS,Official,89,,,,Winter,,Cotton,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Diners Club / Carte Blanche,50%,"Segovia, Spain",2,4518619813253,04/32,81.98,2024-02-07 02:52:59
Villarreal B Sweatshirt 3XL 54.65  Summer Blend,Villarreal B,Sweatshirt,"Casual, warm garment for chilly weather.",54.65,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,94,,,,Summer,,Blend,,Villarreal B - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Cádiz, Spain",5,3510173927200651,11/28,273.25,2024-03-14 13:26:33
Villarreal B Socks S Official 13.65 All sports  Sweet fit,Villarreal B,Socks,Garments worn on the feet for comfort and warmth.,13.65,Sports and Exercise,Designed for sports and exercise routines.,S,Official,74,,All sports,,,Sweet,,fit,Villarreal B - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Maestro,0%,"Lugo, Spain",3,6011582729083577,03/31,40.95,2021-11-19 11:29:47
Villarreal B Bermuda Shorts L 61.49  All Seasons Polyester,Villarreal B,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",61.49,Summer Activities,Perfect for staying cool during summer activities.,L,,112,UV Protection,,,All Seasons,,Polyester,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,0%,"Huesca, Spain",8,3567163323754734,01/34,491.92,2022-02-15 20:21:14
Villarreal B Jersey S 68.32  All Seasons Polyester,Villarreal B,Jersey,"Athletic shirt, often associated with sports teams.",68.32,Any Sport,Suitable for any sports activity.,S,,90,Breathable,,,All Seasons,,Polyester,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",,,,,,,,
Villarreal B Jersey 3XL Official 68.32  Summer Blend,Villarreal B,Jersey,"Athletic shirt, often associated with sports teams.",68.32,Everyday Sport,Versatile athletic shirt for any sport.,3XL,Official,55,,,,Summer,,Blend,,Villarreal B - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Mastercard,0%,"León, Spain",9,347590465449355,01/32,614.8799999999999,2020-12-15 22:38:54
Villarreal B Pencil Case Official 17.75 Ink Compartment,Villarreal B,Pencil Case,"Container for storing pens, pencils, and other stationery.",17.75,School and Office,Useful for school and office organization.,,Official,31,Multi-Compartment,,Ink Compartment,,,,,Villarreal B - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,25%,"Teruel, Spain",9,4709812394747118872,01/26,159.75,2023-12-28 05:15:27
Villarreal B Polo Shirt XS Official 47.82  All Seasons Polyester,Villarreal B,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",47.82,Fashion Wear,Casual yet sporty attire for various occasions.,XS,Official,8,,,,All Seasons,,Polyester,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 15 digit,0%,"La Rioja, Spain",9,3592538662990727,12/25,430.38,2022-05-09 06:02:09
Villarreal B Polo Shirt XL Official 47.82  All Seasons Polyester,Villarreal B,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",47.82,Fashion Wear,Casual yet sporty attire for various occasions.,XL,Official,120,,,,All Seasons,,Polyester,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,50%,"Teruel, Spain",6,3575122574726429,03/28,286.92,2021-06-18 19:13:35
Villarreal B Sweatshirt L 54.65  Summer Blend,Villarreal B,Sweatshirt,"Casual, warm garment for chilly weather.",54.65,Casual Wear,Comfortable and casual wear for everyday use.,L,,82,,,,Summer,,Blend,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",American Express,0%,"Pontevedra, Spain",10,3529322694480827,05/25,546.5,2020-08-04 15:33:06
Villarreal B Cap 2XL Official 27.32 UV Protection,Villarreal B,Cap,"Headwear with a brim, often used for sports or casual wear.",27.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,2XL,Official,102,,,UV Protection,,,,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,10%,"La Coruña, Spain",2,5573288251205719,06/25,54.64,2020-03-27 02:29:49
Villarreal B Long Pants 3XL Official 81.99  Summer Blend,Villarreal B,Long Pants,Full-length trousers or pants.,81.99,Sports and Activities,Designed for sports and exercise activities.,3XL,Official,16,,,,Summer,,Blend,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,50%,"Soria, Spain",5,180030145120878,02/28,409.95,2021-11-22 15:55:38
Villarreal B Shorts 3XL Official 40.99  Winter Cotton,Villarreal B,Shorts,"Brief-length trousers, worn in warm weather or for sports.",40.99,Spring Activities,Great for staying cool during summer sports.,3XL,Official,82,,,,Winter,,Cotton,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 15 digit,25%,"Teruel, Spain",10,3567163323754734,01/34,409.90000000000003,2020-07-06 10:19:36
Villarreal B Backpack  95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,50,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",American Express,0%,"Tarragona, Spain",12,4309221565895267,10/27,1147.8000000000002,2020-12-30 08:57:45
Villarreal B Jersey L 68.32  All Seasons Polyester,Villarreal B,Jersey,"Athletic shirt, often associated with sports teams.",68.32,Any Sport,Suitable for any sports activity.,L,,58,Breathable,,,All Seasons,,Polyester,,Villarreal B - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,0%,"La Rioja, Spain",3,060481001463,05/25,204.95999999999998,2021-03-24 05:08:32
Villarreal B Jersey XL Official 68.32  Summer Blend,Villarreal B,Jersey,"Athletic shirt, often associated with sports teams.",68.32,Everyday Sport,Versatile athletic shirt for any sport.,XL,Official,9,,,,Summer,,Blend,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Segovia, Spain",8,4155203350783371604,03/31,546.56,2019-05-06 21:32:36
Villarreal B Shorts XL Official 40.99  Winter Cotton,Villarreal B,Shorts,"Brief-length trousers, worn in warm weather or for sports.",40.99,Spring Activities,Great for staying cool during summer sports.,XL,Official,88,,,,Winter,,Cotton,,Villarreal B - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,0%,"Soria, Spain",4,3500390430707319,02/34,163.96,2023-08-13 08:39:01
Villarreal B Ball Official 34.15,Villarreal B,Ball,Spherical object used in various sports and games.,34.15,Few Sports,Versatile ball for various sports and games.,,Official,92,,,,,,,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,5%,"Murcia, Spain",9,6011573013479324,04/28,307.34999999999997,2022-04-19 07:41:36
Villarreal B Coat XS 177.65  Winter Cotton,Villarreal B,Coat,Outerwear garment for protection against cold weather.,177.65,Winter Activities,Designed to keep you warm during winter activities.,XS,,34,Wind-resistant,,,Winter,,Cotton,,Villarreal B - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",American Express,0%,"Guadalajara, Spain",8,180049426416839,10/29,1421.2,2019-07-21 07:54:21
Villarreal B Coat 3XL Official 177.65  Winter Cotton,Villarreal B,Coat,Outerwear garment for protection against cold weather.,177.65,Winter Activities,Designed to keep you warm during winter activities.,3XL,Official,91,Wind-resistant,,,Winter,,Cotton,,Villarreal B - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 13 digit,50%,"Almería, Spain",11,213186064287600,06/24,1954.15,2023-09-06 22:43:04
Villarreal B Coat M 177.65  Winter Cotton,Villarreal B,Coat,Outerwear garment for protection against cold weather.,177.65,Winter Activities,Designed to keep you warm during winter activities.,M,,6,Wind-resistant,,,Winter,,Cotton,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 19 digit,0%,"Soria, Spain",7,4585843837244825628,11/28,1243.55,2024-03-16 12:25:21
Villarreal B Backpack  95.65 Multi-Compartment,Villarreal B,Backpack,"Bag worn on the back, designed to carry belongings.",95.65,Travel and Everyday Use,Ideal for travel and everyday use.,,,104,Laptop Compartment,,Multi-Compartment,,,,,Villarreal B - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,0%,"Barcelona, Spain",7,3589947808476191,01/25,669.5500000000001,2020-02-26 17:27:07
Villarreal B Pencil Case Official 17.75 Ink Compartment,Villarreal B,Pencil Case,"Container for storing pens, pencils, and other stationery.",17.75,School and Office,Useful for school and office organization.,,Official,83,Multi-Compartment,,Ink Compartment,,,,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Discover,25%,"Cuenca, Spain",9,3589450824346233,03/29,159.75,2023-12-07 01:50:02
Villarreal B Coat S Official 177.65  Winter Cotton,Villarreal B,Coat,Outerwear garment for protection against cold weather.,177.65,Winter Activities,Designed to keep you warm during winter activities.,S,Official,70,Wind-resistant,,,Winter,,Cotton,,Villarreal B - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 13 digit,0%,"Ourense, Spain",10,340316059220391,09/29,1776.5,2021-10-26 09:21:56
Villarreal B Ball  34.15,Villarreal B,Ball,Spherical object used in various sports and games.,34.15,Few Sports,Versatile ball for various sports and games.,,,10,,,,,,,,Villarreal B - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",,,,,,,,
Villarreal B Pencil Case  17.75 Ink Compartment,Villarreal B,Pencil Case,"Container for storing pens, pencils, and other stationery.",17.75,School and Office,Useful for school and office organization.,,,78,Multi-Compartment,,Ink Compartment,,,,,Villarreal B - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,0%,"Baleares, Spain",9,180096117216648,07/33,159.75,2019-06-28 05:36:29
Villarreal B Polo Shirt L Official 47.82  All Seasons Polyester,Villarreal B,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",47.82,Fashion Wear,Casual yet sporty attire for various occasions.,L,Official,41,,,,All Seasons,,Polyester,,Villarreal B - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,25%,"Valencia, Spain",12,4777560273844833,03/32,573.84,2021-12-01 09:29:05
