Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Tenerife Polo Shirt 2XL 53.65  All Seasons Polyester,Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",53.65,Casual Wear,Casual yet sporty attire for various occasions.,2XL,,21,,,,All Seasons,,Polyester,,Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,0%,"Málaga, Spain",11,6011232033621007,05/32,590.15,2019-12-05 14:07:24
Tenerife Jersey M 76.65  Summer Blend,Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",76.65,Any Sport,Versatile athletic shirt for any sport.,M,,72,,,,Summer,,Blend,,Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",American Express,0%,"Toledo, Spain",12,6011663886354793,06/25,919.8,2019-09-30 19:21:29
Tenerife Cap M 30.65 UV Protection,Tenerife,Cap,"Headwear with a brim, often used for sports or casual wear.",30.65,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,M,,118,,,UV Protection,,,,,Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,0%,"Tarragona, Spain",8,2280866836922022,12/25,245.2,2023-10-30 04:20:02
Tenerife Bermuda Shorts S 68.98  All Seasons Polyester,Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",68.98,Summer Activities,Perfect for staying cool during summer activities.,S,,18,UV Protection,,,All Seasons,,Polyester,,Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,0%,"Tarragona, Spain",8,3517078100579263,11/24,551.84,2021-10-05 05:43:30
Tenerife Coat M 199.32  Winter Cotton,Tenerife,Coat,Outerwear garment for protection against cold weather.,199.32,Winter Activities,Designed to keep you warm during winter activities.,M,,73,Wind-resistant,,,Winter,,Cotton,,Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",,,,,,,,
Tenerife Ball Official 38.32,Tenerife,Ball,Spherical object used in various sports and games.,38.32,Any Sport,Versatile ball for various sports and games.,,Official,86,,,,,,,,Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Diners Club / Carte Blanche,0%,"Zaragoza, Spain",11,4280583077486,03/27,421.52,2023-06-25 05:24:22
Tenerife Cap XL Official 30.65 UV Protection,Tenerife,Cap,"Headwear with a brim, often used for sports or casual wear.",30.65,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,Official,100,,,UV Protection,,,,,Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Mastercard,0%,"Valladolid, Spain",7,4181614889003464,10/26,214.54999999999998,2022-02-28 12:41:45
Tenerife Long Pants XS Official 91.98  Summer Blend,Tenerife,Long Pants,Full-length trousers or pants.,91.98,Sports and Exercise,Designed for sports and exercise activities.,XS,Official,16,,,,Summer,,Blend,,Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",,,,,,,,
Tenerife Jersey 3XL 76.65  All Seasons Polyester,Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",76.65,Any Sport,Suitable for any sports activity.,3XL,,31,Breathable,,,All Seasons,,Polyester,,Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,10%,"Sevilla, Spain",2,213112717579946,03/34,153.3,2020-04-11 20:30:45
Tenerife Shorts XL 45.98  Winter Cotton,Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",45.98,Summer Activities,Great for staying cool during summer sports.,XL,,100,,,,Winter,,Cotton,,Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,0%,"Granada, Spain",1,4113110229408789,02/30,45.98,2019-12-06 13:25:20
Tenerife Jersey XL 76.65  All Seasons Polyester,Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",76.65,Any Sport,Suitable for any sports activity.,XL,,21,Breathable,,,All Seasons,,Polyester,,Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Diners Club / Carte Blanche,25%,"Álava, Spain",7,5463611133165319,11/32,536.5500000000001,2023-08-17 17:33:16
Tenerife Goalkeeper Gloves M Official 137.98,Tenerife,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,137.98,Football,Specifically designed for football goalkeepers.,M,Official,73,,,,,,,,Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",American Express,5%,"Asturias, Spain",11,4061904017551547812,10/33,1517.78,2022-05-05 12:59:23
Tenerife Bermuda Shorts XL 68.98  All Seasons Polyester,Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",68.98,Summer Activities,Perfect for staying cool during summer activities.,XL,,80,UV Protection,,,All Seasons,,Polyester,,Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 15 digit,0%,"Valladolid, Spain",10,348174289354999,10/24,689.8,2019-07-24 07:52:49
Tenerife Goalkeeper Gloves M Official 137.98,Tenerife,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,137.98,Football,Specifically designed for football goalkeepers.,M,Official,71,,,,,,,,Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,0%,"Las Palmas, Spain",4,3567647973920819,07/26,551.92,2021-05-11 02:11:46
Tenerife Cup Official 30.65 Microwave and Dishwasher Safe,Tenerife,Cup,"Drinking vessel, often awarded as a trophy in competitions.",30.65,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,111,,,Microwave and Dishwasher Safe,,,,,Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Maestro,50%,"Guipúzcoa, Spain",7,6540304110773983,09/29,214.54999999999998,2020-02-12 15:43:30
Tenerife Pencil Case Official 19.92 Ink Compartment,Tenerife,Pencil Case,"Container for storing pens, pencils, and other stationery.",19.92,School and Office,Useful for school and office organization.,,Official,83,Multi-Compartment,,Ink Compartment,,,,,Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 19 digit,0%,"La Coruña, Spain",7,4376365494429603,09/31,139.44,2022-01-07 14:21:07
Tenerife Ball Official 38.32,Tenerife,Ball,Spherical object used in various sports and games.,38.32,Any Sport,Versatile ball for various sports and games.,,Official,103,,,,,,,,Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Maestro,10%,"Castellón, Spain",8,6540304110773983,09/29,306.56,2023-10-30 05:33:30
Tenerife Backpack  107.32 Multi-Compartment,Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",107.32,Travel and Everyday Use,Ideal for travel and everyday use.,,,85,Laptop Compartment,,Multi-Compartment,,,,,Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,American Express,0%,"Teruel, Spain",3,30504458663601,10/26,321.96,2021-12-22 20:43:30
Tenerife Sweatshirt 2XL Official 61.32  Summer Blend,Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",61.32,Casual Wear,Comfortable and casual wear for everyday use.,2XL,Official,31,,,,Summer,,Blend,,Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 13 digit,0%,"Lleida, Spain",9,180051107658176,12/33,551.88,2020-01-25 16:46:10
Tenerife Backpack  107.32 Multi-Compartment,Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",107.32,Travel and Everyday Use,Ideal for travel and everyday use.,,,26,Laptop Compartment,,Multi-Compartment,,,,,Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Mastercard,0%,"Málaga, Spain",3,4352901026580704514,11/31,321.96,2022-05-21 21:45:39
Tenerife Socks L 15.32 All sports  Sweet fit,Tenerife,Socks,Garments worn on the feet for comfort and warmth.,15.32,Sports and Exercise,Designed for sports and exercise routines.,L,,34,,All sports,,,Sweet,,fit,Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,0%,"Valencia, Spain",2,4609367517051930869,02/31,30.64,2021-02-09 20:31:34
Tenerife Shorts XS Official 45.98  Winter Cotton,Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",45.98,Summer Activities,Great for staying cool during summer sports.,XS,Official,61,,,,Winter,,Cotton,,Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,0%,"Granada, Spain",12,213117558050071,03/33,551.76,2024-01-18 17:06:09
Tenerife Shorts L 45.98  Winter Cotton,Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",45.98,Summer Activities,Great for staying cool during summer sports.,L,,46,,,,Winter,,Cotton,,Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 19 digit,0%,"Zaragoza, Spain",4,4376365494429603,09/31,183.92,2022-12-26 03:40:22
Tenerife Shorts S Official 45.98  Winter Cotton,Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",45.98,Summer Activities,Great for staying cool during summer sports.,S,Official,57,,,,Winter,,Cotton,,Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,15%,"Zaragoza, Spain",3,3557929780720273,05/28,137.94,2021-09-14 09:46:28
Tenerife Ball Official 38.32,Tenerife,Ball,Spherical object used in various sports and games.,38.32,Any Sport,Versatile ball for various sports and games.,,Official,22,,,,,,,,Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",,,,,,,,
Tenerife Socks XL Official 15.32 All sports  Sweet fit,Tenerife,Socks,Garments worn on the feet for comfort and warmth.,15.32,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,34,,All sports,,,Sweet,,fit,Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Mastercard,5%,"Ourense, Spain",3,502080961852,12/25,45.96,2024-01-19 11:10:54
Tenerife Bermuda Shorts S 68.98  All Seasons Polyester,Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",68.98,Summer Activities,Perfect for staying cool during summer activities.,S,,16,UV Protection,,,All Seasons,,Polyester,,Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,0%,"Segovia, Spain",5,3503485334940193,05/24,344.900,2021-08-07 19:12:01
Tenerife Polo Shirt S Official 53.65  All Seasons Polyester,Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",53.65,Casual Wear,Casual yet sporty attire for various occasions.,S,Official,116,,,,All Seasons,,Polyester,,Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 15 digit,0%,"Zamora, Spain",6,3503485334940193,05/24,321.9,2019-05-03 09:37:31
Tenerife Shorts 2XL 45.98  Winter Cotton,Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",45.98,Summer Activities,Great for staying cool during summer sports.,2XL,,62,,,,Winter,,Cotton,,Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 19 digit,0%,"Murcia, Spain",1,4460593209874605837,03/34,45.98,2020-05-12 14:04:42
Tenerife Ball  38.32,Tenerife,Ball,Spherical object used in various sports and games.,38.32,Any Sport,Versatile ball for various sports and games.,,,44,,,,,,,,Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,0%,"Guadalajara, Spain",10,2720045228161204,05/25,383.2,2022-11-08 20:33:27
UDG Tenerife Ball  61.64,UDG Tenerife,Ball,Spherical object used in various sports and games.,61.64,Any Sport,Versatile ball for various sports and games.,,,97,,,,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 15 digit,15%,"Córdoba, Spain",4,3560961089652514,11/29,246.56,2023-08-10 12:24:15
UDG Tenerife Shorts XS 73.98  Winter Cotton,UDG Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",73.98,Summer Activities,Great for staying cool during summer sports.,XS,,107,,,,Winter,,Cotton,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Diners Club / Carte Blanche,0%,"Badajoz, Spain",10,4556911629297332,07/27,739.8,2020-05-15 00:12:21
UDG Tenerife Backpack  172.64 Multi-Compartment,UDG Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",172.64,Travel and Everyday Use,Ideal for travel and everyday use.,,,2,Laptop Compartment,,Multi-Compartment,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Toledo, Spain",4,38120489712903,10/31,690.56,2019-11-24 04:33:31
UDG Tenerife Shorts M Official 73.98  Winter Cotton,UDG Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",73.98,Summer Activities,Great for staying cool during summer sports.,M,Official,46,,,,Winter,,Cotton,,UDG Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,10%,"Huesca, Spain",7,583355552972,05/24,517.86,2019-12-14 23:27:02
UDG Tenerife Goalkeeper Gloves XS 221.98,UDG Tenerife,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,221.98,Football,Specifically designed for football goalkeepers.,XS,,122,,,,,,,,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,0%,"Melilla, Spain",2,30004699295651,07/27,443.96,2020-02-13 22:32:38
UDG Tenerife Cup  49.31 Microwave and Dishwasher Safe,UDG Tenerife,Cup,"Drinking vessel, often awarded as a trophy in competitions.",49.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,,122,,,Microwave and Dishwasher Safe,,,,,UDG Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Asturias, Spain",6,3557759811697137,04/33,295.86,2020-06-03 00:23:38
UDG Tenerife Boots XS 197.31 Football  Waterproof Lace-up,UDG Tenerife,Boots,Sports footwear designed for different activities.,197.31,Football,Ideal for football players and enthusiasts.,XS,,5,Waterproof,Football,,,Waterproof,,Lace-up,UDG Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,0%,"Asturias, Spain",12,4308525839488108234,05/24,2367.72,2019-08-05 16:16:01
UDG Tenerife Backpack  172.64 Multi-Compartment,UDG Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",172.64,Travel and Everyday Use,Ideal for travel and everyday use.,,,20,Laptop Compartment,,Multi-Compartment,,,,,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Maestro,0%,"Murcia, Spain",3,2275392267609019,08/24,517.92,2023-07-04 04:28:23
UDG Tenerife Polo Shirt XL Official 86.31  All Seasons Polyester,UDG Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",86.31,Casual Wear,Casual yet sporty attire for various occasions.,XL,Official,120,,,,All Seasons,,Polyester,,UDG Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,0%,"Ceuta, Spain",1,639074651741,01/34,86.31,2021-01-22 12:16:33
UDG Tenerife Coat L Official 320.64  Winter Cotton,UDG Tenerife,Coat,Outerwear garment for protection against cold weather.,320.64,Winter Activities,Designed to keep you warm during winter activities.,L,Official,95,Wind-resistant,,,Winter,,Cotton,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 16 digit,0%,"Barcelona, Spain",2,4544460873108873,12/24,641.28,2022-05-22 13:46:22
UDG Tenerife Coat 3XL Official 320.64  Winter Cotton,UDG Tenerife,Coat,Outerwear garment for protection against cold weather.,320.64,Winter Activities,Designed to keep you warm during winter activities.,3XL,Official,37,Wind-resistant,,,Winter,,Cotton,,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,0%,"Cádiz, Spain",2,676107680883,06/33,641.28,2022-02-18 10:20:39
UDG Tenerife Ball Official 61.64,UDG Tenerife,Ball,Spherical object used in various sports and games.,61.64,Any Sport,Versatile ball for various sports and games.,,Official,48,,,,,,,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,25%,"Ceuta, Spain",1,180012541965759,04/27,61.64,2021-05-16 04:04:20
UDG Tenerife Shorts 3XL 73.98  Winter Cotton,UDG Tenerife,Shorts,"Brief-length trousers, worn in warm weather or for sports.",73.98,Summer Activities,Great for staying cool during summer sports.,3XL,,83,,,,Winter,,Cotton,,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Diners Club / Carte Blanche,5%,"Córdoba, Spain",10,341548767945500,09/24,739.8,2019-06-07 03:00:23
UDG Tenerife Polo Shirt XS Official 86.31  All Seasons Polyester,UDG Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",86.31,Casual Wear,Casual yet sporty attire for various occasions.,XS,Official,18,,,,All Seasons,,Polyester,,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,10%,"Toledo, Spain",3,3586457176829719,07/26,258.93,2023-06-09 10:09:45
UDG Tenerife Socks XL Official 24.64 All sports  Sweet fit,UDG Tenerife,Socks,Garments worn on the feet for comfort and warmth.,24.64,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,41,,All sports,,,Sweet,,fit,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 19 digit,50%,"Jaén, Spain",5,3528185644784197,05/29,123.2,2021-01-24 15:54:33
UDG Tenerife Polo Shirt S 86.31  All Seasons Polyester,UDG Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",86.31,Casual Wear,Casual yet sporty attire for various occasions.,S,,52,,,,All Seasons,,Polyester,,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",,,,,,,,
UDG Tenerife Cup  49.31 Microwave and Dishwasher Safe,UDG Tenerife,Cup,"Drinking vessel, often awarded as a trophy in competitions.",49.31,Sports and Achievements,A trophy cup suitable for sports achievements.,,,80,,,Microwave and Dishwasher Safe,,,,,UDG Tenerife - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"La Rioja, Spain",10,3586457176829719,07/26,493.1,2023-10-19 03:22:36
UDG Tenerife Socks XL 24.64 All sports  Sweet fit,UDG Tenerife,Socks,Garments worn on the feet for comfort and warmth.,24.64,Sports and Exercise,Designed for sports and exercise routines.,XL,,98,,All sports,,,Sweet,,fit,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",American Express,0%,"Zamora, Spain",2,3573313291958229,04/33,49.28,2022-12-08 18:46:01
UDG Tenerife Long Pants M Official 147.98  Summer Blend,UDG Tenerife,Long Pants,Full-length trousers or pants.,147.98,Sports and Exercise,Designed for sports and exercise activities.,M,Official,15,,,,Summer,,Blend,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Maestro,0%,"Badajoz, Spain",1,180027807084608,08/24,147.98,2019-10-25 00:51:53
UDG Tenerife Polo Shirt 3XL 86.31  All Seasons Polyester,UDG Tenerife,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",86.31,Casual Wear,Casual yet sporty attire for various occasions.,3XL,,74,,,,All Seasons,,Polyester,,UDG Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Almería, Spain",7,4583649611474900,12/31,604.1700000000001,2019-08-23 05:56:27
UDG Tenerife Pencil Case  32.04 Ink Compartment,UDG Tenerife,Pencil Case,"Container for storing pens, pencils, and other stationery.",32.04,School and Office,Useful for school and office organization.,,,69,Multi-Compartment,,Ink Compartment,,,,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,0%,"Cádiz, Spain",5,3556223921095881,03/29,160.2,2022-12-27 11:13:48
UDG Tenerife Boots S 197.31 Football  Waterproof Lace-up,UDG Tenerife,Boots,Sports footwear designed for different activities.,197.31,Football,Ideal for football players and enthusiasts.,S,,49,Waterproof,Football,,,Waterproof,,Lace-up,UDG Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Mastercard,50%,"Valladolid, Spain",7,4800693310972639,08/29,1381.17,2019-05-24 09:11:33
UDG Tenerife Sweatshirt XL Official 98.64  Summer Blend,UDG Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",98.64,Casual Wear,Comfortable and casual wear for everyday use.,XL,Official,26,,,,Summer,,Blend,,UDG Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Burgos, Spain",5,3582018604775108,05/27,493.2,2022-06-10 23:10:18
UDG Tenerife Jersey 2XL 123.31  All Seasons Polyester,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Suitable for any sports activity.,2XL,,93,Breathable,,,All Seasons,,Polyester,,UDG Tenerife - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,15%,"Segovia, Spain",4,4120665783857375,01/32,493.24,2019-12-16 21:27:44
UDG Tenerife Sweatshirt 3XL 98.64  Summer Blend,UDG Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",98.64,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,100,,,,Summer,,Blend,,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",,,,,,,,
UDG Tenerife Socks S 24.64 All sports  Sweet fit,UDG Tenerife,Socks,Garments worn on the feet for comfort and warmth.,24.64,Sports and Exercise,Designed for sports and exercise routines.,S,,72,,All sports,,,Sweet,,fit,UDG Tenerife - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",,,,,,,,
UDG Tenerife Coat L Official 320.64  Winter Cotton,UDG Tenerife,Coat,Outerwear garment for protection against cold weather.,320.64,Winter Activities,Designed to keep you warm during winter activities.,L,Official,87,Wind-resistant,,,Winter,,Cotton,,UDG Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 13 digit,0%,"Soria, Spain",3,4813855916496702,05/26,961.92,2019-04-20 18:24:57
UDG Tenerife Jersey 3XL Official 123.31  Summer Blend,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Versatile athletic shirt for any sport.,3XL,Official,70,,,,Summer,,Blend,,UDG Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,5%,"Soria, Spain",12,4446980436959907693,11/30,1479.72,2020-03-04 21:11:21
UDG Tenerife Sweatshirt 3XL Official 98.64  Summer Blend,UDG Tenerife,Sweatshirt,"Casual, warm garment for chilly weather.",98.64,Casual Wear,Comfortable and casual wear for everyday use.,3XL,Official,111,,,,Summer,,Blend,,UDG Tenerife - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Girona, Spain",5,4030115709782694,09/25,493.2,2020-04-05 21:00:35
UDG Tenerife Coat L Official 320.64  Winter Cotton,UDG Tenerife,Coat,Outerwear garment for protection against cold weather.,320.64,Winter Activities,Designed to keep you warm during winter activities.,L,Official,13,Wind-resistant,,,Winter,,Cotton,,UDG Tenerife - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,0%,"La Rioja, Spain",5,4400795637784607,10/33,1603.1999999999998,2021-01-05 16:16:09
UDG Tenerife Cap XL 49.31 UV Protection,UDG Tenerife,Cap,"Headwear with a brim, often used for sports or casual wear.",49.31,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,,17,,,UV Protection,,,,,UDG Tenerife - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Discover,25%,"Madrid, Spain",6,344327738824392,07/24,295.86,2023-11-11 16:22:41
UDG Tenerife Backpack  172.64 Multi-Compartment,UDG Tenerife,Backpack,"Bag worn on the back, designed to carry belongings.",172.64,Travel and Everyday Use,Ideal for travel and everyday use.,,,74,Laptop Compartment,,Multi-Compartment,,,,,UDG Tenerife - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Mastercard,0%,"Teruel, Spain",11,4400795637784607,10/33,1899.04,2020-07-20 13:02:33
UDG Tenerife Bermuda Shorts 2XL 110.98  All Seasons Polyester,UDG Tenerife,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",110.98,Summer Activities,Perfect for staying cool during summer activities.,2XL,,74,UV Protection,,,All Seasons,,Polyester,,UDG Tenerife - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,0%,"Madrid, Spain",9,30588229083603,01/32,998.82,2022-11-23 11:06:21
UDG Tenerife Jersey XS 123.31  All Seasons Polyester,UDG Tenerife,Jersey,"Athletic shirt, often associated with sports teams.",123.31,Any Sport,Suitable for any sports activity.,XS,,40,Breathable,,,All Seasons,,Polyester,,UDG Tenerife - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Diners Club / Carte Blanche,0%,"Madrid, Spain",7,4451141259658076,01/25,863.1700000000001,2023-07-08 03:55:53
UDG Tenerife Boots S Official 197.31 Football  Waterproof Lace-up,UDG Tenerife,Boots,Sports footwear designed for different activities.,197.31,Football,Ideal for football players and enthusiasts.,S,Official,117,Waterproof,Football,,,Waterproof,,Lace-up,UDG Tenerife - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,0%,"Murcia, Spain",10,30588229083603,01/32,1973.1,2023-06-09 10:06:23
